datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,hour,year
2011-01-06 14:00:00,1,0,1,1,11.48,3.6109179126442243,2.4850233096496406,70,6,14,2011
2011-01-06 15:00:00,1,0,1,1,11.48,3.6109179126442243,0.0,62,6,15,2011
2011-01-06 16:00:00,1,0,1,1,10.66,3.6635616461296463,2.4850233096496406,86,6,16,2011
2011-01-06 17:00:00,1,0,1,1,9.02,3.9512437185814275,2.4850233096496406,172,6,17,2011
2011-01-06 18:00:00,1,0,1,1,9.02,3.9512437185814275,2.302395074941759,163,6,18,2011
2011-01-06 19:00:00,1,0,1,1,9.02,4.02535169073515,1.9463671874544939,112,6,19,2011
2011-01-06 20:00:00,1,0,1,1,8.2,3.9512437185814275,2.4850233096496406,69,6,20,2011
2011-01-06 21:00:00,1,0,1,2,9.02,4.02535169073515,2.7726699689391787,48,6,21,2011
2011-01-06 22:00:00,1,0,1,2,9.02,3.9512437185814275,2.995792271754063,52,6,22,2011
2011-01-06 23:00:00,1,0,1,2,8.2,4.0943445622221,2.6389144622673477,23,6,23,2011
2011-01-07 00:00:00,1,0,1,2,8.2,4.174387269895637,2.6389144622673477,17,7,0,2011
2011-01-07 01:00:00,1,0,1,2,8.2,4.248495242049359,2.7726699689391787,7,7,1,2011
2011-01-07 02:00:00,1,0,1,2,8.2,4.248495242049359,2.7726699689391787,1,7,2,2011
2011-01-07 04:00:00,1,0,1,2,8.2,4.248495242049359,2.302395074941759,1,7,4,2011
2011-01-07 05:00:00,1,0,1,3,9.02,4.02535169073515,0.0,5,7,5,2011
2011-01-07 06:00:00,1,0,1,2,8.2,4.248495242049359,0.0,34,7,6,2011
2011-01-07 07:00:00,1,0,1,1,8.2,4.248495242049359,2.302395074941759,84,7,7,2011
2011-01-07 08:00:00,1,0,1,1,8.2,3.9512437185814275,2.8902550844234134,210,7,8,2011
2011-01-07 09:00:00,1,0,1,1,8.2,3.871201010907891,3.044498627916162,134,7,9,2011
2011-01-07 10:00:00,1,0,1,1,9.02,3.6375861597263857,3.135615947649978,63,7,10,2011
2011-01-07 11:00:00,1,0,1,2,8.2,3.713572066704308,2.7726699689391787,67,7,11,2011
2011-01-07 12:00:00,1,0,1,2,8.2,3.6375861597263857,2.8902550844234134,59,7,12,2011
2011-01-07 13:00:00,1,0,1,2,8.2,3.6375861597263857,2.995792271754063,73,7,13,2011
2011-01-07 14:00:00,1,0,1,2,8.2,3.713572066704308,2.8902550844234134,50,7,14,2011
2011-01-07 15:00:00,1,0,1,2,8.2,3.6375861597263857,2.4850233096496406,72,7,15,2011
2011-01-07 16:00:00,1,0,1,2,8.2,3.6375861597263857,2.4850233096496406,87,7,16,2011
2011-01-07 17:00:00,1,0,1,2,8.2,3.6375861597263857,0.0,187,7,17,2011
2011-01-07 18:00:00,1,0,1,1,8.2,3.713572066704308,1.9463671874544939,123,7,18,2011
2011-01-07 19:00:00,1,0,1,1,6.56,4.02535169073515,1.9463671874544939,95,7,19,2011
2011-01-07 20:00:00,1,0,1,1,7.38,3.871201010907891,2.079629024103908,51,7,20,2011
2011-01-07 21:00:00,1,0,1,1,7.38,3.871201010907891,2.302395074941759,39,7,21,2011
2011-01-07 22:00:00,1,0,1,2,7.38,3.784189633918261,2.4850233096496406,36,7,22,2011
2011-01-07 23:00:00,1,0,1,2,7.38,3.9512437185814275,2.4850233096496406,15,7,23,2011
2011-01-08 00:00:00,1,0,0,2,7.38,3.9512437185814275,2.4850233096496406,25,8,0,2011
2011-01-08 01:00:00,1,0,0,2,7.38,4.02535169073515,1.9463671874544939,16,8,1,2011
2011-01-08 02:00:00,1,0,0,2,7.38,4.02535169073515,0.0,16,8,2,2011
2011-01-08 03:00:00,1,0,0,3,7.38,4.02535169073515,2.4850233096496406,7,8,3,2011
2011-01-08 04:00:00,1,0,0,3,7.38,4.02535169073515,2.4850233096496406,1,8,4,2011
2011-01-08 05:00:00,1,0,0,2,6.56,4.31748811353631,2.4850233096496406,5,8,5,2011
2011-01-08 06:00:00,1,0,0,2,6.56,4.31748811353631,2.4850233096496406,2,8,6,2011
2011-01-08 07:00:00,1,0,0,2,6.56,4.31748811353631,2.079629024103908,9,8,7,2011
2011-01-08 08:00:00,1,0,0,3,6.56,4.543294782270004,2.079629024103908,15,8,8,2011
2011-01-08 09:00:00,1,0,0,3,6.56,4.543294782270004,2.079629024103908,20,8,9,2011
2011-01-08 10:00:00,1,0,0,2,7.38,4.394449154672439,2.4850233096496406,61,8,10,2011
2011-01-08 11:00:00,1,0,0,2,8.2,4.248495242049359,3.2959368610046624,62,8,11,2011
2011-01-08 12:00:00,1,0,0,2,8.2,4.0943445622221,3.218851824580196,98,8,12,2011
2011-01-08 13:00:00,1,0,0,1,8.2,3.8066624897703196,3.135615947649978,102,8,13,2011
2011-01-08 14:00:00,1,0,0,1,8.2,3.4965075614664802,3.526286992500977,95,8,14,2011
2011-01-08 15:00:00,1,0,0,1,8.2,3.4965075614664802,3.4340710719359153,74,8,15,2011
2011-01-08 16:00:00,1,0,0,1,7.38,3.4011973816621555,3.4340710719359153,76,8,16,2011
2011-01-08 17:00:00,1,0,0,1,6.56,3.6375861597263857,3.637517736332927,69,8,17,2011
2011-01-08 18:00:00,1,0,0,1,5.74,3.6888794541139363,3.044498627916162,55,8,18,2011
2011-01-08 19:00:00,1,0,0,1,5.74,3.6109179126442243,2.8902550844234134,30,8,19,2011
2011-01-08 20:00:00,1,0,0,1,4.92,3.6109179126442243,2.8902550844234134,28,8,20,2011
2011-01-08 21:00:00,1,0,0,1,4.92,3.6888794541139363,3.218851824580196,37,8,21,2011
2011-01-08 22:00:00,1,0,0,1,4.92,3.6109179126442243,3.2959368610046624,34,8,22,2011
2011-01-08 23:00:00,1,0,0,1,4.1,3.6888794541139363,3.4340710719359153,22,8,23,2011
2011-01-09 00:00:00,1,0,0,1,4.1,3.7612001156935624,3.2959368610046624,25,9,0,2011
2011-01-09 01:00:00,1,0,0,1,4.1,3.7612001156935624,3.465764027404226,12,9,1,2011
2011-01-09 02:00:00,1,0,0,1,4.1,3.8501476017100584,3.465764027404226,11,9,2,2011
2011-01-09 03:00:00,1,0,0,1,4.1,3.8501476017100584,3.367271691764115,4,9,3,2011
2011-01-09 04:00:00,1,0,0,1,3.28,3.9889840465642745,2.6389144622673477,1,9,4,2011
2011-01-09 05:00:00,1,0,0,1,3.28,3.9889840465642745,2.6389144622673477,1,9,5,2011
2011-01-09 06:00:00,1,0,0,1,4.1,3.912023005428146,2.995792271754063,1,9,6,2011
2011-01-09 07:00:00,1,0,0,1,3.28,3.9889840465642745,2.6389144622673477,6,9,7,2011
2011-01-09 08:00:00,1,0,0,1,4.1,3.912023005428146,2.995792271754063,10,9,8,2011
2011-01-09 09:00:00,1,0,0,1,4.92,3.8501476017100584,3.5835411604314222,19,9,9,2011
2011-01-09 10:00:00,1,0,0,1,5.74,3.784189633918261,3.2959368610046624,49,9,10,2011
2011-01-09 11:00:00,1,0,0,1,6.56,3.713572066704308,3.5835411604314222,49,9,11,2011
2011-01-09 12:00:00,1,0,0,1,7.38,3.6375861597263857,3.4340710719359153,83,9,12,2011
2011-01-09 13:00:00,1,0,0,1,8.2,3.5553480614894135,3.4340710719359153,75,9,13,2011
2011-01-09 14:00:00,1,0,0,1,9.02,3.4965075614664802,3.465764027404226,72,9,14,2011
2011-01-09 15:00:00,1,0,0,1,9.02,3.58351893845611,3.218851824580196,82,9,15,2011
2011-01-09 16:00:00,1,0,0,1,8.2,3.5553480614894135,3.4340710719359153,92,9,16,2011
2011-01-09 17:00:00,1,0,0,1,7.38,3.6375861597263857,3.2959368610046624,62,9,17,2011
2011-01-09 18:00:00,1,0,0,1,6.56,3.713572066704308,3.135615947649978,48,9,18,2011
2011-01-09 19:00:00,1,0,0,1,6.56,3.784189633918261,3.135615947649978,41,9,19,2011
2011-01-09 20:00:00,1,0,0,1,5.74,3.8501476017100584,2.8902550844234134,38,9,20,2011
2011-01-09 21:00:00,1,0,0,1,5.74,3.8501476017100584,3.367271691764115,20,9,21,2011
2011-01-09 22:00:00,1,0,0,1,5.74,3.8501476017100584,3.044498627916162,15,9,22,2011
2011-01-09 23:00:00,1,0,0,1,4.92,3.9318256327243257,2.6389144622673477,6,9,23,2011
2011-01-10 00:00:00,1,0,1,1,4.92,3.9318256327243257,2.995792271754063,5,10,0,2011
2011-01-10 01:00:00,1,0,1,1,4.92,3.9318256327243257,2.995792271754063,1,10,1,2011
2011-01-10 02:00:00,1,0,1,1,4.92,3.9318256327243257,2.7726699689391787,3,10,2,2011
2011-01-10 03:00:00,1,0,1,1,4.92,3.9318256327243257,2.7726699689391787,1,10,3,2011
2011-01-10 04:00:00,1,0,1,1,4.1,4.007333185232471,2.302395074941759,3,10,4,2011
2011-01-10 05:00:00,1,0,1,1,4.1,4.007333185232471,2.8902550844234134,3,10,5,2011
2011-01-10 06:00:00,1,0,1,1,4.92,3.9318256327243257,2.995792271754063,31,10,6,2011
2011-01-10 07:00:00,1,0,1,1,4.92,3.9318256327243257,2.7726699689391787,77,10,7,2011
2011-01-10 08:00:00,1,0,1,2,4.92,3.9318256327243257,2.995792271754063,188,10,8,2011
2011-01-10 09:00:00,1,0,1,2,5.74,3.9318256327243257,2.8902550844234134,94,10,9,2011
2011-01-10 10:00:00,1,0,1,2,5.74,3.9318256327243257,3.044498627916162,31,10,10,2011
2011-01-10 11:00:00,1,0,1,2,6.56,3.871201010907891,2.995792271754063,30,10,11,2011
2011-01-10 12:00:00,1,0,1,2,8.2,3.713572066704308,2.995792271754063,52,10,12,2011
2011-01-10 13:00:00,1,0,1,2,8.2,3.713572066704308,2.995792271754063,54,10,13,2011
2011-01-10 14:00:00,1,0,1,2,8.2,3.713572066704308,2.7726699689391787,47,10,14,2011
2011-01-10 15:00:00,1,0,1,2,8.2,3.713572066704308,2.7726699689391787,45,10,15,2011
2011-01-10 16:00:00,1,0,1,1,8.2,3.713572066704308,2.302395074941759,74,10,16,2011
2011-01-10 17:00:00,1,0,1,1,8.2,3.713572066704308,2.079629024103908,178,10,17,2011
2011-01-10 18:00:00,1,0,1,1,8.2,3.713572066704308,2.7726699689391787,155,10,18,2011
2011-01-10 19:00:00,1,0,1,1,6.56,3.871201010907891,2.4850233096496406,95,10,19,2011
2011-01-10 20:00:00,1,0,1,1,6.56,3.9318256327243257,2.4850233096496406,74,10,20,2011
2011-01-10 21:00:00,1,0,1,1,5.74,4.0943445622221,2.6389144622673477,38,10,21,2011
2011-01-10 22:00:00,1,0,1,1,5.74,4.0943445622221,2.4850233096496406,24,10,22,2011
2011-01-10 23:00:00,1,0,1,1,5.74,4.0943445622221,2.4850233096496406,18,10,23,2011
2011-01-11 00:00:00,1,0,1,1,5.74,4.0943445622221,2.079629024103908,12,11,0,2011
2011-01-11 01:00:00,1,0,1,1,5.74,4.0943445622221,2.4850233096496406,3,11,1,2011
2011-01-11 02:00:00,1,0,1,2,6.56,4.02535169073515,2.6389144622673477,3,11,2,2011
2011-01-11 05:00:00,1,0,1,2,6.56,4.02535169073515,2.302395074941759,6,11,5,2011
2011-01-11 06:00:00,1,0,1,2,6.56,4.02535169073515,2.302395074941759,27,11,6,2011
2011-01-11 07:00:00,1,0,1,2,6.56,4.02535169073515,0.0,99,11,7,2011
2011-01-11 08:00:00,1,0,1,2,7.38,3.9512437185814275,1.9463671874544939,217,11,8,2011
2011-01-11 09:00:00,1,0,1,2,7.38,3.9512437185814275,2.4850233096496406,130,11,9,2011
2011-01-11 10:00:00,1,0,1,2,8.2,3.9512437185814275,2.4850233096496406,54,11,10,2011
2011-01-11 11:00:00,1,0,1,2,8.2,3.871201010907891,2.302395074941759,35,11,11,2011
2011-01-11 12:00:00,1,0,1,2,8.2,3.9512437185814275,2.079629024103908,57,11,12,2011
2011-01-11 13:00:00,1,0,1,2,8.2,4.0943445622221,1.9463671874544939,52,11,13,2011
2011-01-11 14:00:00,1,0,1,2,8.2,4.0943445622221,1.9463671874544939,63,11,14,2011
2011-01-11 15:00:00,1,0,1,2,6.56,4.394449154672439,1.9463671874544939,47,11,15,2011
2011-01-11 16:00:00,1,0,1,2,6.56,4.465908118654584,2.7726699689391787,76,11,16,2011
2011-01-11 17:00:00,1,0,1,2,6.56,4.465908118654584,2.7726699689391787,136,11,17,2011
2011-01-11 18:00:00,1,0,1,3,6.56,4.543294782270004,2.079629024103908,95,11,18,2011
2011-01-11 19:00:00,1,0,1,3,6.56,4.543294782270004,0.0,51,11,19,2011
2011-01-11 20:00:00,1,0,1,3,6.56,4.543294782270004,2.6389144622673477,32,11,20,2011
2011-01-11 21:00:00,1,0,1,3,6.56,4.465908118654584,1.9463671874544939,20,11,21,2011
2011-01-11 22:00:00,1,0,1,3,6.56,4.543294782270004,2.079629024103908,29,11,22,2011
2011-01-11 23:00:00,1,0,1,3,6.56,4.543294782270004,1.9463671874544939,19,11,23,2011
2011-01-12 00:00:00,1,0,1,2,6.56,4.465908118654584,1.9463671874544939,7,12,0,2011
2011-01-12 01:00:00,1,0,1,2,6.56,4.465908118654584,2.079629024103908,6,12,1,2011
2011-01-12 02:00:00,1,0,1,1,5.74,4.465908118654584,2.302395074941759,1,12,2,2011
2011-01-12 05:00:00,1,0,1,1,5.74,4.465908118654584,2.4850233096496406,5,12,5,2011
2011-01-12 06:00:00,1,0,1,1,4.92,4.543294782270004,2.302395074941759,16,12,6,2011
2011-01-12 07:00:00,1,0,1,1,5.74,4.248495242049359,2.302395074941759,54,12,7,2011
2011-01-12 08:00:00,1,0,1,1,6.56,4.0943445622221,2.4850233096496406,128,12,8,2011
2011-01-12 09:00:00,1,0,1,1,6.56,4.0943445622221,3.135615947649978,81,12,9,2011
2011-01-12 10:00:00,1,0,1,1,7.38,4.02535169073515,2.7726699689391787,39,12,10,2011
2011-01-12 11:00:00,1,0,1,1,8.2,3.9512437185814275,3.2959368610046624,35,12,11,2011
2011-01-12 12:00:00,1,0,1,1,8.2,3.871201010907891,3.688896953960813,55,12,12,2011
2011-01-12 13:00:00,1,0,1,1,9.02,3.8066624897703196,3.218851824580196,49,12,13,2011
2011-01-12 14:00:00,1,0,1,1,8.2,3.871201010907891,3.135615947649978,44,12,14,2011
2011-01-12 15:00:00,1,0,1,1,8.2,3.871201010907891,3.367271691764115,49,12,15,2011
2011-01-12 16:00:00,1,0,1,1,9.02,3.8066624897703196,3.135615947649978,68,12,16,2011
2011-01-12 17:00:00,1,0,1,1,8.2,3.871201010907891,3.218851824580196,139,12,17,2011
2011-01-12 18:00:00,1,0,1,1,8.2,3.871201010907891,3.5835411604314222,137,12,18,2011
2011-01-12 19:00:00,1,0,1,1,7.38,3.871201010907891,3.367271691764115,83,12,19,2011
2011-01-12 20:00:00,1,0,1,1,6.56,3.9318256327243257,3.135615947649978,56,12,20,2011
2011-01-12 21:00:00,1,0,1,1,6.56,4.02535169073515,3.135615947649978,57,12,21,2011
2011-01-12 22:00:00,1,0,1,1,6.56,4.02535169073515,3.4340710719359153,33,12,22,2011
